,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_leaf_nodes,param_n_estimators,params,split0_test_explained_variance,mean_test_explained_variance,std_test_explained_variance,rank_test_explained_variance,split0_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,split0_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error
95,50.0325448513031,0.0,0.046938419342041016,0.0,21,200,"{'max_leaf_nodes': 21, 'n_estimators': 200}",0.351537755561772,0.351537755561772,0.0,617,-0.20184816802973862,-0.20184816802973862,0.0,225,-0.06052316142812889,-0.06052316142812889,0.0,233
96,53.06800723075867,0.0,0.049230337142944336,0.0,21,220,"{'max_leaf_nodes': 21, 'n_estimators': 220}",0.35300918894490274,0.35300918894490274,0.0,588,-0.20241711940416374,-0.20241711940416374,0.0,277,-0.060868831268633405,-0.060868831268633405,0.0,291
97,57.83538460731506,0.0,0.05205655097961426,0.0,21,240,"{'max_leaf_nodes': 21, 'n_estimators': 240}",0.3537839912308214,0.3537839912308214,0.0,585,-0.20167468251449103,-0.20167468251449103,0.0,216,-0.060386374284120484,-0.060386374284120484,0.0,212
98,62.99231696128845,0.0,0.05622529983520508,0.0,21,260,"{'max_leaf_nodes': 21, 'n_estimators': 260}",0.35145576364607944,0.35145576364607944,0.0,621,-0.2021359988724473,-0.2021359988724473,0.0,249,-0.06068924146412064,-0.06068924146412064,0.0,256
99,67.37135648727417,0.0,0.05888819694519043,0.0,21,280,"{'max_leaf_nodes': 21, 'n_estimators': 280}",0.352349903467022,0.352349903467022,0.0,593,-0.20195064423251657,-0.20195064423251657,0.0,235,-0.06057064664028812,-0.06057064664028812,0.0,237
100,72.20395350456238,0.0,0.06269073486328125,0.0,21,300,"{'max_leaf_nodes': 21, 'n_estimators': 300}",0.3517343763495102,0.3517343763495102,0.0,607,-0.2024468897811381,-0.2024468897811381,0.0,284,-0.06091693302103876,-0.06091693302103876,0.0,305
101,76.82735776901245,0.0,0.06754851341247559,0.0,21,320,"{'max_leaf_nodes': 21, 'n_estimators': 320}",0.3516332897720592,0.3516332897720592,0.0,611,-0.2022140103220547,-0.2022140103220547,0.0,253,-0.060754087684046706,-0.060754087684046706,0.0,265
102,82.42597699165344,0.0,0.06949019432067871,0.0,21,340,"{'max_leaf_nodes': 21, 'n_estimators': 340}",0.35100652058643733,0.35100652058643733,0.0,630,-0.20246552767730192,-0.20246552767730192,0.0,287,-0.06091497685442939,-0.06091497685442939,0.0,302
103,87.28489398956299,0.0,0.07382965087890625,0.0,21,360,"{'max_leaf_nodes': 21, 'n_estimators': 360}",0.3525292186445316,0.3525292186445316,0.0,591,-0.2020424430427006,-0.2020424430427006,0.0,243,-0.060658696728146486,-0.060658696728146486,0.0,250
104,95.387277841568,0.0,0.07687973976135254,0.0,21,380,"{'max_leaf_nodes': 21, 'n_estimators': 380}",0.3519798140659426,0.3519798140659426,0.0,601,-0.20242001859271064,-0.20242001859271064,0.0,279,-0.060865471539674504,-0.060865471539674504,0.0,289
